volunteer_id,average_reputation,feedback_count,average_sentiment,cluster
1949,2.705,4,0.0,0
1950,2.98,6,0.0,1
1951,2.065,4,0.0,0
1952,2.9828571428571427,7,0.0,2
1953,2.54,4,0.0,0
1954,2.108,5,0.0,1
1955,3.4150000000000005,6,0.0,1
1956,2.9033333333333338,6,0.0,1
1957,3.2033333333333336,9,0.0,2
1958,2.5533333333333332,3,0.0,0
1959,3.2620000000000005,5,0.0,1
1960,3.225,4,0.0,0
1961,3.186666666666666,3,0.0,0
1962,3.0416666666666665,6,0.0,1
1963,2.795,8,0.0,2
1964,3.7024999999999997,4,0.0,0
1966,2.59,5,0.0,1
1967,2.305,2,0.0,0
1968,4.156666666666667,3,0.0,0
1969,2.6672727272727275,11,0.0,2
1970,3.507142857142857,7,0.0,2
1971,2.699090909090909,11,0.0,2
1972,3.0675,8,0.0,2
1973,2.565,4,0.0,0
1974,3.4475,4,0.0,0
1975,2.967,10,0.0,2
1977,3.316,5,0.0,1
1978,3.605,6,0.0,1
1979,4.273999999999999,5,0.0,1
1980,3.0575,4,0.0,0
1981,2.81,4,0.0,0
1982,3.8,5,0.0,1
1983,4.22,1,0.0,0
1984,3.016,5,0.0,1
1985,3.3133333333333335,9,0.0,2
1986,2.8800000000000003,3,0.0,0
1987,2.994545454545454,11,0.0,2
1988,3.69,4,0.0,0
1989,2.47,1,0.0,0
1990,2.9633333333333334,3,0.0,0
1991,1.754,5,0.0,1
1992,3.3619999999999997,5,0.0,1
1993,2.28,4,0.0,0
1994,3.591111111111111,9,0.0,2
1995,3.9666666666666672,3,0.0,0
1996,3.2285714285714286,7,0.0,2
1997,2.6271428571428572,7,0.0,2
1998,2.9516666666666667,6,0.0,1
1999,2.415,6,0.0,1
2000,3.205714285714286,7,0.0,2
2001,2.0366666666666666,3,0.0,0
2002,4.55,1,0.0,0
2003,3.223333333333333,3,0.0,0
2004,2.6014285714285714,7,0.0,2
2005,3.1228571428571428,7,0.0,2
2006,2.875,4,0.0,0
2007,2.5833333333333335,6,0.0,1
2008,3.0833333333333335,3,0.0,0
2009,2.86,1,0.0,0
2010,3.4879999999999995,5,0.0,1
2011,2.907142857142857,7,0.0,2
2012,2.8614285714285717,7,0.0,2
2013,2.7600000000000002,8,0.0,2
2014,2.7449999999999997,6,0.0,1
2015,3.755,4,0.0,0
2016,3.8300000000000005,7,0.0,2
2017,3.53375,8,0.0,2
2018,3.034,5,0.0,1
2019,4.084,5,0.0,1
2020,2.63,1,0.0,0
2021,2.791,10,0.0,2
2022,3.36,6,0.0,1
2023,2.935,4,0.0,0
2024,3.6025,4,0.0,0
2025,3.7366666666666664,3,0.0,0
2026,3.2145454545454544,11,0.0,2
2027,2.9675000000000002,8,0.0,2
2028,2.0875,8,0.0,2
2029,1.9100000000000001,4,0.0,0
2030,2.61,2,0.0,0
2031,4.646666666666667,3,0.0,0
2032,3.287142857142857,7,0.0,2
2033,3.304,5,0.0,1
2034,2.374,5,0.0,1
2035,3.5966666666666662,3,0.0,0
2036,2.45,4,0.0,0
2037,2.04,5,0.0,1
2038,4.153333333333333,3,0.0,0
2039,2.9475,4,0.0,0
2040,3.237142857142857,7,0.0,2
2041,2.48,7,0.0,2
2042,3.8825000000000003,4,0.0,0
2043,3.2325,4,0.0,0
2044,2.655,2,0.0,0
2045,3.035,4,0.0,0
2046,3.1025,4,0.0,0
2047,4.04,2,0.0,0
2048,1.9700000000000002,2,0.0,0
2049,2.862727272727273,11,0.0,2
2050,2.73625,8,0.0,2
2051,3.1366666666666667,6,0.0,1
2052,3.2266666666666666,6,0.0,1
2053,2.4133333333333336,3,0.0,0
2054,3.974,5,0.0,1
2055,2.68,1,0.0,0
2056,2.926666666666667,3,0.0,0
2057,3.4066666666666667,6,0.0,1
2058,3.22,6,0.0,1
2059,3.1100000000000003,4,0.0,0
2060,1.37,1,0.0,0
2061,2.494285714285714,7,0.0,2
2062,2.734,5,0.0,1
2063,3.4925,8,0.0,2
2064,3.48,4,0.0,0
2065,4.048,5,0.0,1
2066,2.8962499999999998,8,0.0,2
2067,2.718,5,0.0,1
2068,3.5175,4,0.0,0
2069,3.3125,4,0.0,0
2070,3.135714285714286,7,0.0,2
2071,1.9100000000000001,3,0.0,0
2072,3.215,12,0.0,2
2073,3.27,9,0.0,2
2074,2.692,5,0.0,1
2075,1.43,2,0.0,0
2076,3.4400000000000004,2,0.0,0
2077,3.7675,4,0.0,0
2078,3.9483333333333337,6,0.0,1
2079,3.875,4,0.0,0
2080,3.5740000000000003,5,0.0,1
2081,1.9700000000000002,4,0.0,0
2082,3.0416666666666665,6,0.0,1
2083,2.45,5,0.0,1
2084,2.7980000000000005,5,0.0,1
2085,1.58,2,0.0,0
2086,3.25625,8,0.0,2
2087,3.102,5,0.0,1
2088,1.6025,4,0.0,0
2089,4.09,3,0.0,0
2090,3.3433333333333337,3,0.0,0
2091,2.9133333333333336,3,0.0,0
2092,2.9385714285714286,7,0.0,2
2093,3.0875,8,0.0,2
2094,3.02,4,0.0,0
2095,3.5233333333333334,3,0.0,0
2096,3.34,2,0.0,0
2097,3.496,10,0.0,2
2098,3.1,1,0.0,0
2099,3.2039999999999997,5,0.0,1
2100,2.73,1,0.0,0
2101,3.766666666666667,3,0.0,0
2102,1.9899999999999998,5,0.0,1
2103,1.9466666666666665,3,0.0,0
2104,3.065,4,0.0,0
2105,3.4483333333333337,6,0.0,1
2106,2.9859999999999998,5,0.0,1
2107,2.7060000000000004,5,0.0,1
2108,3.986666666666667,3,0.0,0
2109,3.0644444444444443,9,0.0,2
2110,2.518,5,0.0,1
2111,2.595,4,0.0,0
2112,2.75,2,0.0,0
2113,2.9771428571428573,7,0.0,2
2114,3.2644444444444445,9,0.0,2
2115,3.28875,8,0.0,2
2116,3.6028571428571428,7,0.0,2
2117,2.933333333333333,3,0.0,0
2118,2.967142857142857,7,0.0,2
2119,1.95,4,0.0,0
2120,3.171666666666667,6,0.0,1
2121,2.65,3,0.0,0
2122,2.886923076923077,13,0.0,2
2123,3.0149999999999997,2,0.0,0
2124,2.974285714285714,7,0.0,2
2125,3.6125,4,0.0,0
2126,2.1,3,0.0,0
2127,3.1380000000000003,5,0.0,1
2128,3.61,6,0.0,1
2129,2.702,5,0.0,1
2130,3.3049999999999997,4,0.0,0
2131,2.712,5,0.0,1
2132,2.1825,4,0.0,0
2133,2.4725,4,0.0,0
2134,3.185,4,0.0,0
2135,3.4466666666666668,3,0.0,0
2136,3.785,4,0.0,0
2137,3.2436363636363637,11,0.0,2
2138,2.4075,4,0.0,0
2139,2.5814285714285714,7,0.0,2
2140,2.59,4,0.0,0
2141,3.107142857142857,7,0.0,2
2142,3.4074999999999998,4,0.0,0
2143,4.12,1,0.0,0
2144,2.901666666666667,6,0.0,1
2145,2.31875,8,0.0,2
2146,2.4539999999999997,5,0.0,1
2147,3.542857142857143,7,0.0,2
2148,2.8475,4,0.0,0
2149,2.225,6,0.0,1
2150,2.52,7,0.0,2
2151,2.632,5,0.0,1
2152,3.245,2,0.0,0
2153,2.3649999999999998,6,0.0,1
2154,2.5075000000000003,4,0.0,0
2155,2.667142857142857,7,0.0,2
2156,2.15,3,0.0,0
2157,2.276,5,0.0,1
2158,3.05625,8,0.0,2
2159,2.865,6,0.0,1
2160,2.9442857142857144,7,0.0,2
2161,2.026,5,0.0,1
2162,3.21,4,0.0,0
2163,4.142,5,0.0,1
2164,2.6033333333333335,6,0.0,1
2165,3.6,4,0.0,0
2166,1.62,2,0.0,0
2167,2.99,6,0.0,1
2168,2.9675000000000002,4,0.0,0
2169,3.455,6,0.0,1
2170,3.293333333333333,3,0.0,0
2171,3.8259999999999996,5,0.0,1
2172,4.44,1,0.0,0
2173,2.8000000000000003,3,0.0,0
2174,2.9725,4,0.0,0
2175,3.4788888888888887,9,0.0,2
2176,3.065,4,0.0,0
2177,3.7750000000000004,6,0.0,1
2178,3.148888888888889,9,0.0,2
2179,3.6799999999999997,3,0.0,0
2180,3.0100000000000002,6,0.0,1
2181,2.776,5,0.0,1
2182,3.4775,4,0.0,0
2183,3.6871428571428573,7,0.0,2
2184,3.965,4,0.0,0
2185,3.682,5,0.0,1
2186,1.5733333333333335,3,0.0,0
2187,3.3685714285714283,7,0.0,2
2188,3.12,4,0.0,0
2189,3.05125,8,0.0,2
2190,3.7575,4,0.0,0
2191,3.263333333333333,3,0.0,0
2192,3.8249999999999997,4,0.0,0
2193,2.4850000000000003,4,0.0,0
2194,4.185,2,0.0,0
2195,3.0733333333333337,6,0.0,1
2196,3.015,6,0.0,1
2197,3.115,4,0.0,0
2198,1.68,1,0.0,0
2199,2.8020000000000005,5,0.0,1
2200,2.7733333333333334,6,0.0,1
2201,1.49,2,0.0,0
2202,3.334285714285714,7,0.0,2
2203,2.25,5,0.0,1
2204,2.815,2,0.0,0
2205,2.8033333333333332,6,0.0,1
2206,3.225,6,0.0,1
2208,1.845,4,0.0,0
2209,2.815,6,0.0,1
2210,1.3666666666666665,3,0.0,0
2211,3.16,4,0.0,0
2212,3.8575,4,0.0,0
2213,3.1999999999999997,4,0.0,0
2214,3.7,4,0.0,0
2215,2.8275,4,0.0,0
2216,3.102,5,0.0,1
2217,3.21,5,0.0,1
2218,2.6316666666666664,6,0.0,1
2219,3.2659999999999996,5,0.0,1
2220,2.9299999999999997,5,0.0,1
2221,2.9299999999999997,5,0.0,1
2222,4.095000000000001,2,0.0,0
2223,2.75,6,0.0,1
2224,2.38,5,0.0,1
2225,3.2520000000000002,5,0.0,1
2226,2.7512499999999998,8,0.0,2
2227,3.268333333333333,6,0.0,1
2228,1.325,2,0.0,0
2229,3.0216666666666665,6,0.0,1
2230,4.3525,4,0.0,0
2231,3.816,5,0.0,1
2232,2.6333333333333333,6,0.0,1
2233,2.575,2,0.0,0
2234,3.7,5,0.0,1
2235,1.866,5,0.0,1
2236,1.4666666666666668,3,0.0,0
2237,2.9654545454545453,11,0.0,2
2238,2.1125,4,0.0,0
2239,3.1942857142857144,7,0.0,2
2240,3.1,4,0.0,0
2241,3.7649999999999997,4,0.0,0
2242,2.7239999999999998,5,0.0,1
2243,2.763333333333333,3,0.0,0
2244,2.5385714285714287,7,0.0,2
2245,2.9966666666666666,6,0.0,1
2246,2.382857142857143,7,0.0,2
2247,3.7266666666666666,3,0.0,0
2248,2.9657142857142853,7,0.0,2
2249,3.34625,8,0.0,2
2250,1.78,3,0.0,0
2251,2.395,6,0.0,1
2252,1.7766666666666666,3,0.0,0
2253,3.2560000000000002,5,0.0,1
2254,4.21,2,0.0,0
2255,3.515,4,0.0,0
2256,2.4266666666666667,6,0.0,1
2257,2.983333333333333,6,0.0,1
2258,3.07,2,0.0,0
2259,3.926666666666667,3,0.0,0
2260,2.7350000000000003,4,0.0,0
2261,3.09,2,0.0,0
2262,2.81,5,0.0,1
2263,2.128,5,0.0,1
2264,3.46875,8,0.0,2
2265,3.425,4,0.0,0
2266,1.99,7,0.0,2
2267,2.3699999999999997,3,0.0,0
2268,3.35,4,0.0,0
2269,3.9025,4,0.0,0
2270,2.832,5,0.0,1
2271,2.5759999999999996,10,0.0,2
2272,2.92,4,0.0,0
2273,3.885,4,0.0,0
2274,3.35,2,0.0,0
2275,2.8816666666666664,6,0.0,1
2276,3.27,1,0.0,0
2277,3.7750000000000004,4,0.0,0
2278,2.992,5,0.0,1
2279,2.902,5,0.0,1
2280,2.7466666666666666,6,0.0,1
2281,2.7544444444444443,9,0.0,2
2282,3.811666666666666,6,0.0,1
2283,4.88,1,0.0,0
2284,2.2,4,0.0,0
2285,3.085,4,0.0,0
2286,3.386,5,0.0,1
2288,2.604,5,0.0,1
2289,3.533333333333333,3,0.0,0
2290,2.587142857142857,7,0.0,2
2291,3.77875,8,0.0,2
2292,2.32375,8,0.0,2
2293,3.0812500000000003,8,0.0,2
2294,2.9214285714285713,7,0.0,2
2295,3.1399999999999997,4,0.0,0
2296,3.092,5,0.0,1
2297,3.103333333333333,3,0.0,0
2298,2.8800000000000003,9,0.0,2
2299,2.2350000000000003,4,0.0,0
2300,3.0555555555555554,9,0.0,2
2301,2.7357142857142853,7,0.0,2
2302,1.21,1,0.0,0
2303,4.54,1,0.0,0
2304,2.36,2,0.0,0
2305,3.5683333333333334,6,0.0,1
2306,3.1079999999999997,5,0.0,1
2307,3.08375,8,0.0,2
2308,1.53,2,0.0,0
2309,4.015,4,0.0,0
2310,3.015,6,0.0,1
2311,1.9875,4,0.0,0
2312,2.8475,4,0.0,0
2313,3.2175000000000002,4,0.0,0
2314,2.7733333333333334,6,0.0,1
2315,2.95,4,0.0,0
2316,2.6100000000000003,5,0.0,1
2317,2.25,3,0.0,0
2318,2.838,5,0.0,1
2319,3.09,8,0.0,2
2320,3.2300000000000004,3,0.0,0
2321,2.931111111111111,9,0.0,2
2322,3.518333333333333,6,0.0,1
2323,3.9466666666666668,6,0.0,1
2324,2.6385714285714283,7,0.0,2
2325,3.185,4,0.0,0
2326,2.93,11,0.0,2
2327,3.00375,8,0.0,2
2328,3.368,5,0.0,1
2329,2.808,5,0.0,1
2330,2.2966666666666664,3,0.0,0
2331,2.4675,4,0.0,0
2332,2.7925,4,0.0,0
2333,2.06,3,0.0,0
2334,2.23,8,0.0,2
2335,3.5975,4,0.0,0
2336,3.3628571428571425,7,0.0,2
2337,2.558333333333333,6,0.0,1
2338,3.59,5,0.0,1
2339,3.265,6,0.0,1
2340,2.6759999999999997,5,0.0,1
2341,3.0666666666666664,6,0.0,1
2342,3.522,5,0.0,1
2343,1.5899999999999999,2,0.0,0
2344,2.5327272727272727,11,0.0,2
2345,3.0833333333333335,6,0.0,1
2346,3.9400000000000004,5,0.0,1
2347,2.3085714285714287,7,0.0,2
2348,3.2758333333333334,12,0.0,2
2349,2.5316666666666667,6,0.0,1
2350,3.686,5,0.0,1
2351,2.64,2,0.0,0
2352,2.488,5,0.0,1
2353,3.186,5,0.0,1
2354,3.028888888888889,9,0.0,2
2355,3.082,5,0.0,1
2356,3.4979999999999998,5,0.0,1
2357,3.592,5,0.0,1
2358,2.0,4,0.0,0
2359,2.737142857142857,7,0.0,2
2360,3.55,4,0.0,0
2361,3.4050000000000002,2,0.0,0
2362,3.5357142857142856,7,0.0,2
2363,2.548,5,0.0,1
2364,3.602222222222222,9,0.0,2
2365,4.035,2,0.0,0
2366,3.336,5,0.0,1
2367,2.2875,4,0.0,0
2368,2.075,10,0.0,2
2369,2.8525,4,0.0,0
2370,3.128,5,0.0,1
2371,4.012,5,0.0,1
2372,3.96,1,0.0,0
2373,3.87,2,0.0,0
2374,2.7525,4,0.0,0
2375,2.114,5,0.0,1
2376,3.7640000000000002,5,0.0,1
2377,2.9560000000000004,5,0.0,1
2378,3.293333333333333,3,0.0,0
2379,3.23375,8,0.0,2
2380,3.1916666666666664,6,0.0,1
2381,3.5380000000000003,5,0.0,1
2382,2.87,7,0.0,2
2383,3.2079999999999997,5,0.0,1
2384,4.3100000000000005,2,0.0,0
2385,4.26,3,0.0,0
2386,2.983333333333333,3,0.0,0
2387,3.2099999999999995,3,0.0,0
2388,2.5025,4,0.0,0
2389,3.03,4,0.0,0
2390,2.545,6,0.0,1
2391,2.73375,8,0.0,2
2392,2.614,10,0.0,2
2393,2.75,5,0.0,1
2394,2.7640000000000002,5,0.0,1
2395,2.4699999999999998,2,0.0,0
2396,3.4725,4,0.0,0
2397,3.318888888888889,9,0.0,2
2398,2.7714285714285714,7,0.0,2
2399,3.435,6,0.0,1
2400,3.4733333333333336,9,0.0,2
2401,1.94,1,0.0,0
2402,3.5675,4,0.0,0
2403,3.415,4,0.0,0
2404,3.4299999999999997,3,0.0,0
2405,2.9579999999999997,5,0.0,1
2406,2.703333333333333,3,0.0,0
2407,3.3927272727272726,11,0.0,2
2408,2.9575,4,0.0,0
2409,2.7714285714285714,7,0.0,2
2410,2.66,2,0.0,0
2411,3.3274999999999997,4,0.0,0
2412,2.817,10,0.0,2
2413,2.7875,4,0.0,0
2414,2.488571428571429,7,0.0,2
2415,3.1159999999999997,5,0.0,1
2416,1.9816666666666667,6,0.0,1
2417,3.0,5,0.0,1
2418,2.4722222222222223,9,0.0,2
2419,3.064285714285714,7,0.0,2
2420,2.6266666666666665,3,0.0,0
2421,3.535,6,0.0,1
2422,2.618333333333333,6,0.0,1
2423,3.912,5,0.0,1
2424,2.974,10,0.0,2
2425,2.5949999999999998,2,0.0,0
2426,2.7,4,0.0,0
2427,2.786,5,0.0,1
2428,3.13,5,0.0,1
2429,3.04,5,0.0,1
2430,2.9885714285714284,7,0.0,2
2431,2.0,4,0.0,0
2432,3.09,3,0.0,0
2433,3.1133333333333333,3,0.0,0
2434,2.6425,4,0.0,0
2435,2.8925,4,0.0,0
2436,3.118,5,0.0,1
2437,3.3899999999999997,5,0.0,1
2438,2.9966666666666666,3,0.0,0
2439,3.0214285714285714,7,0.0,2
2440,2.23,6,0.0,1
2441,3.6774999999999998,4,0.0,0
2442,2.111666666666667,6,0.0,1
2443,2.436,5,0.0,1
2444,3.6979999999999995,5,0.0,1
2445,2.088,5,0.0,1
2446,2.865,6,0.0,1
2447,3.045,4,0.0,0
2448,3.7925,4,0.0,0
2449,3.641666666666666,6,0.0,1
2450,2.64,3,0.0,0
2451,4.056,5,0.0,1
2452,3.482,5,0.0,1
2453,1.14,1,0.0,0
2454,2.591666666666667,6,0.0,1
2455,3.53,3,0.0,0
2456,2.493333333333333,3,0.0,0
2457,2.2300000000000004,4,0.0,0
2458,3.176666666666667,3,0.0,0
2459,3.1485714285714286,7,0.0,2
2460,2.7444444444444445,9,0.0,2
2461,3.5975,8,0.0,2
2462,1.79,3,0.0,0
2463,1.6420000000000001,5,0.0,1
2464,2.865,4,0.0,0
2465,2.4566666666666666,6,0.0,1
2466,3.31,5,0.0,1
2467,2.4366666666666665,3,0.0,0
2468,3.515,6,0.0,1
2469,2.6833333333333336,3,0.0,0
2470,3.3066666666666666,3,0.0,0
2471,2.96,1,0.0,0
2472,1.87,1,0.0,0
2473,2.84,10,0.0,2
2474,2.971666666666667,6,0.0,1
2475,3.165,4,0.0,0
2476,3.3757142857142854,7,0.0,2
2477,3.022,5,0.0,1
2478,2.6933333333333334,3,0.0,0
2479,3.0940000000000003,5,0.0,1
2480,3.184,5,0.0,1
2481,2.875,10,0.0,2
2482,3.69,1,0.0,0
2483,3.435,6,0.0,1
2484,3.9699999999999998,7,0.0,2
2485,2.686,5,0.0,1
2486,2.882,5,0.0,1
2487,2.036,5,0.0,1
2488,3.4240000000000004,5,0.0,1
2489,1.02,1,0.0,0
2490,3.1725,4,0.0,0
2492,3.1166666666666667,6,0.0,1
2493,3.3266666666666667,3,0.0,0
2494,2.5116666666666667,6,0.0,1
2495,3.1616666666666666,6,0.0,1
2496,2.4725,4,0.0,0
2497,3.525,6,0.0,1
2498,2.935,2,0.0,0
2499,1.92,5,0.0,1
2500,2.725,4,0.0,0
2501,3.15625,8,0.0,2
2502,2.7099999999999995,3,0.0,0
2503,1.9249999999999998,6,0.0,1
2504,2.925,2,0.0,0
2505,2.6462499999999998,8,0.0,2
2506,2.354,5,0.0,1
2507,2.5420000000000003,5,0.0,1
2508,4.466666666666667,3,0.0,0
2509,1.65,2,0.0,0
2510,2.44,2,0.0,0
2511,3.453333333333333,3,0.0,0
2512,2.433333333333333,6,0.0,1
2513,3.0460000000000003,5,0.0,1
2514,3.813333333333333,6,0.0,1
2515,3.45,5,0.0,1
2516,2.245,2,0.0,0
2517,2.967,10,0.0,2
2518,3.7433333333333336,3,0.0,0
2519,3.0475,4,0.0,0
2520,2.558,5,0.0,1
2521,3.6159999999999997,5,0.0,1
2522,2.35,4,0.0,0
2523,2.4240000000000004,5,0.0,1
2524,3.563333333333333,6,0.0,1
2525,2.91375,8,0.0,2
2526,3.55875,8,0.0,2
2527,3.05,8,0.0,2
2528,3.39875,8,0.0,2
2529,3.182857142857143,7,0.0,2
2530,2.625,4,0.0,0
2531,2.822,5,0.0,1
2532,3.266666666666667,6,0.0,1
2533,3.346,5,0.0,1
2534,3.01,3,0.0,0
2535,3.3175,8,0.0,2
2536,3.1625,4,0.0,0
2537,3.0342857142857147,7,0.0,2
2538,3.434,5,0.0,1
2539,2.4922222222222223,9,0.0,2
2540,3.061666666666667,6,0.0,1
2541,2.4074999999999998,4,0.0,0
2542,3.0233333333333334,3,0.0,0
2543,1.9835714285714285,14,0.0,2
2544,3.1914285714285713,7,0.0,2
2545,4.074,5,0.0,1
2546,3.272,5,0.0,1
2547,2.4966666666666666,3,0.0,0
2548,3.17,4,0.0,0
2549,2.658,5,0.0,1
2550,3.418,5,0.0,1
2551,2.7575,4,0.0,0
2552,4.0675,4,0.0,0
2553,2.96375,8,0.0,2
2554,3.646666666666667,3,0.0,0
2555,3.067142857142857,7,0.0,2
2556,3.4219999999999997,5,0.0,1
2557,3.225,4,0.0,0
2558,2.83,4,0.0,0
2559,3.052,5,0.0,1
2560,4.513333333333333,3,0.0,0
2561,3.5260000000000007,5,0.0,1
2562,3.6514285714285712,7,0.0,2
2563,3.2114285714285713,7,0.0,2
2564,1.79,1,0.0,0
2565,3.0919999999999996,5,0.0,1
2566,2.8033333333333332,12,0.0,2
2567,3.68,4,0.0,0
2568,2.466,5,0.0,1
2569,3.186666666666666,6,0.0,1
2570,3.205,6,0.0,1
2571,2.11,3,0.0,0
2572,3.3699999999999997,3,0.0,0
2573,1.9333333333333336,3,0.0,0
2574,2.942222222222222,9,0.0,2
2575,1.42,1,0.0,0
2576,2.71,2,0.0,0
2577,2.675,4,0.0,0
2578,3.3644444444444446,9,0.0,2
2579,2.393333333333333,3,0.0,0
2580,2.8725,4,0.0,0
2581,2.352,5,0.0,1
2582,1.97,3,0.0,0
2583,3.3166666666666664,6,0.0,1
2584,3.2699999999999996,5,0.0,1
2585,3.6700000000000004,5,0.0,1
2586,3.555,2,0.0,0
2587,3.783333333333333,3,0.0,0
2588,2.7399999999999998,3,0.0,0
2589,3.065714285714286,7,0.0,2
2590,2.72,2,0.0,0
2591,3.12,5,0.0,1
2592,2.432,5,0.0,1
2593,2.715,6,0.0,1
2594,3.1128571428571425,7,0.0,2
2595,3.0766666666666667,6,0.0,1
2596,2.202,5,0.0,1
2597,2.9675000000000002,4,0.0,0
2598,3.21,5,0.0,1
2599,2.90875,8,0.0,2
2600,3.722,5,0.0,1
2601,2.315,6,0.0,1
2602,3.318,5,0.0,1
2603,3.19,1,0.0,0
2604,2.723333333333333,6,0.0,1
2605,2.612,5,0.0,1
2606,2.569,10,0.0,2
2607,3.3075,4,0.0,0
2608,3.78,2,0.0,0
2609,3.17,4,0.0,0
2610,2.9616666666666664,6,0.0,1
2611,3.0799999999999996,7,0.0,2
2612,3.2999999999999994,3,0.0,0
2613,2.316,5,0.0,1
2614,3.1119999999999997,5,0.0,1
2615,3.085,8,0.0,2
2616,3.5425,4,0.0,0
2617,3.065,2,0.0,0
2618,3.016666666666667,3,0.0,0
2619,2.754,10,0.0,2
2620,2.75,2,0.0,0
2621,4.165,2,0.0,0
2622,2.64875,8,0.0,2
2623,2.6275,8,0.0,2
2624,3.563333333333333,3,0.0,0
2625,3.0225,4,0.0,0
2626,3.6585714285714284,7,0.0,2
2627,3.4375,4,0.0,0
2628,2.8,5,0.0,1
2629,3.2266666666666666,6,0.0,1
2630,2.5233333333333334,3,0.0,0
2631,3.2075,8,0.0,2
2632,3.5933333333333333,6,0.0,1
2633,3.705,8,0.0,2
2634,3.025,8,0.0,2
2635,2.754,5,0.0,1
2636,3.3825000000000003,8,0.0,2
2637,3.457142857142857,7,0.0,2
2638,2.87875,8,0.0,2
2639,3.3716666666666666,6,0.0,1
2640,3.3742857142857146,7,0.0,2
2641,3.33,4,0.0,0
2642,3.2339999999999995,5,0.0,1
2643,2.21,2,0.0,0
2644,2.654285714285714,7,0.0,2
2645,3.6999999999999997,3,0.0,0
2646,3.1125,4,0.0,0
2647,3.1736363636363634,11,0.0,2
2648,4.233333333333333,3,0.0,0
2649,3.286,5,0.0,1
2650,2.9333333333333336,9,0.0,2
2651,3.242857142857143,7,0.0,2
2652,1.81,1,0.0,0
2653,4.083333333333333,6,0.0,1
2654,2.7471428571428573,7,0.0,2
2655,3.7675,4,0.0,0
2656,2.9171428571428573,7,0.0,2
2657,2.873333333333333,3,0.0,0
2658,3.6,4,0.0,0
2659,2.23,7,0.0,2
2660,3.59,3,0.0,0
2661,2.8366666666666664,3,0.0,0
2662,2.915,4,0.0,0
2663,3.116,5,0.0,1
2664,3.078333333333333,12,0.0,2
2665,2.5966666666666667,3,0.0,0
2666,3.31,3,0.0,0
2667,2.25,2,0.0,0
2668,2.944,5,0.0,1
2669,3.3674999999999997,4,0.0,0
2670,2.8449999999999998,2,0.0,0
2671,2.8225,4,0.0,0
2672,3.464,5,0.0,1
2673,3.0633333333333335,9,0.0,2
2674,2.75,4,0.0,0
2675,3.2622222222222224,9,0.0,2
2676,2.63,4,0.0,0
2677,3.533333333333333,3,0.0,0
2678,2.668,5,0.0,1
2679,1.36,1,0.0,0
2680,2.46,2,0.0,0
2681,3.0833333333333335,6,0.0,1
2682,3.2933333333333334,3,0.0,0
2683,3.0799999999999996,5,0.0,1
2684,2.986666666666667,3,0.0,0
2685,2.915,2,0.0,0
2686,3.186666666666667,6,0.0,1
2687,3.2359999999999998,5,0.0,1
2688,2.7075,4,0.0,0
2689,4.08,6,0.0,1
2690,1.94,1,0.0,0
2691,3.411111111111111,9,0.0,2
2692,3.3049999999999997,4,0.0,0
2693,2.7380000000000004,5,0.0,1
2694,2.7183333333333337,6,0.0,1
2695,3.002,5,0.0,1
2696,3.29,7,0.0,2
2697,2.825,4,0.0,0
2698,1.935,4,0.0,0
2699,2.3962499999999998,8,0.0,2
2700,3.068,5,0.0,1
2701,2.7750000000000004,4,0.0,0
2702,2.586,5,0.0,1
2703,3.2,2,0.0,0
2704,3.4850000000000003,2,0.0,0
2705,3.07,5,0.0,1
2706,1.7,2,0.0,0
2707,2.6875,4,0.0,0
2708,2.6025,4,0.0,0
2709,2.75,5,0.0,1
2710,2.94,3,0.0,0
2711,2.661111111111111,9,0.0,2
2712,2.444,5,0.0,1
2713,2.7874999999999996,4,0.0,0
2714,2.5475,8,0.0,2
2715,3.3899999999999997,10,0.0,2
2716,3.4966666666666666,6,0.0,1
2717,2.485,4,0.0,0
2718,3.09,5,0.0,1
2719,3.44,3,0.0,0
2720,4.0442857142857145,7,0.0,2
2721,2.9757142857142855,7,0.0,2
2722,2.7025,4,0.0,0
2723,3.311,10,0.0,2
2724,2.545,6,0.0,1
2725,3.1149999999999998,4,0.0,0
2726,3.0700000000000003,2,0.0,0
2727,3.2159999999999997,5,0.0,1
2728,2.61,3,0.0,0
2729,3.1933333333333334,6,0.0,1
2730,3.1625,8,0.0,2
2731,1.485,4,0.0,0
2732,3.232,5,0.0,1
2733,2.885,2,0.0,0
2734,2.769230769230769,13,0.0,2
2735,2.2925,4,0.0,0
2736,2.875,6,0.0,1
2737,2.616,5,0.0,1
2738,2.16,5,0.0,1
2739,2.29,3,0.0,0
2740,2.845,4,0.0,0
2741,4.78,1,0.0,0
2742,3.376,5,0.0,1
2743,3.0149999999999997,10,0.0,2
2744,3.5300000000000002,2,0.0,0
2745,2.77,2,0.0,0
2746,3.312,5,0.0,1
2747,3.296666666666667,3,0.0,0
2748,2.26,3,0.0,0
2749,3.0159999999999996,5,0.0,1
2750,3.5766666666666667,3,0.0,0
2751,1.5533333333333335,3,0.0,0
2752,3.03,4,0.0,0
2753,3.564285714285714,7,0.0,2
2754,5.0,1,0.0,0
2755,3.1275,4,0.0,0
2756,2.92,4,0.0,0
2757,2.7825,4,0.0,0
2758,3.6550000000000002,4,0.0,0
2759,3.152857142857143,7,0.0,2
2760,3.04,2,0.0,0
2761,2.9539999999999997,5,0.0,1
